iter	MAPE	RMSE
632	6.466013943	417.0509347
633	6.465967962	416.9899784
634	6.466811593	416.9394641
635	6.466888199	416.8829023
636	6.470986889	416.8279949
637	6.464645064	416.7744095
638	6.466039035	416.7453808
639	6.468186973	416.7004886
640	6.468301126	416.646445
641	6.464261213	416.4932154
642	6.463833218	416.4245191
643	6.457104416	416.3696781
644	6.443577068	416.2537849
645	6.443691997	416.2030335
646	6.445950132	416.175812
647	6.434784921	415.9018382
648	6.434514885	415.8568607
649	6.426901699	415.6658018
650	6.430976897	415.5659457
651	6.435643383	415.4987699
652	6.438168373	415.4357951
653	6.441294816	415.4091354
654	6.441918107	415.365999
655	6.438106	415.1473859
656	6.433953934	415.0062347
657	6.428097443	414.9182135
658	6.427613444	414.8934791
659	6.429145723	414.7668379
660	6.426652395	414.6828973
661	6.424710569	414.6571195
662	6.419286377	414.5740003
663	6.420219841	414.5285943
664	6.419955718	414.506946
665	6.416018598	414.457855
666	6.415964857	414.3948381
667	6.416114677	414.3500473
668	6.41463038	414.2947408
669	6.432252151	414.2510057
670	6.43383957	414.0946716
671	6.43681713	414.0511518
672	6.419363462	413.8715231
673	6.421143792	413.8222333
674	6.420415925	413.7802575
675	6.420250091	413.7228187
676	6.41641698	413.5932478
677	6.412833055	413.4712925
678	6.42263979	413.4131791
679	6.425321968	413.3548996
680	6.42386624	413.3352714
681	6.411478608	413.2381715
682	6.419623094	413.1593921
683	6.419681736	413.1185089
684	6.40948104	412.8732021
685	6.403683717	412.6966569
686	6.403873457	412.5497453
687	6.406099742	412.5013878
688	6.40445716	412.4632879
689	6.407718382	412.3237389
690	6.409623256	412.2783412
691	6.389807977	412.2261218
692	6.392632151	412.1360768
693	6.400028672	412.0926436
694	6.400896527	412.0681395
695	6.410506457	412.0149189
696	6.410516837	411.971828
697	6.412854922	411.9280802
698	6.414778817	411.8871409
699	6.414663114	411.844185
700	6.419518914	411.7748153
701	6.412085979	411.6043282
702	6.410475932	411.5864009
703	6.407513439	411.5441995
704	6.415171458	411.5051175
705	6.38549223	411.3330352
706	6.386530758	411.2953273
707	6.386162406	411.2702033
708	6.388406666	411.2263247
709	6.371450329	411.0640474
710	6.375264643	411.0027672
711	6.376185212	410.9797254
712	6.367339914	410.8989272
713	6.370645229	410.8589989
714	6.370833706	410.7464683
715	6.37276638	410.7054657
716	6.371308719	410.6784677
717	6.371169432	410.5366277
718	6.372960328	410.4998642
719	6.375986148	410.4807658
720	6.371694161	410.3647419
721	6.379221165	410.2939105
722	6.377474776	410.2489195
723	6.373925013	410.0611708
724	6.376734028	409.9796074
725	6.384172942	409.9416797
726	6.385063711	409.7388736
727	6.388331741	409.7011194
728	6.389416586	409.6656416
729	6.390403332	409.6444074
730	6.385955681	409.4865448
731	6.384250844	409.4702987
732	6.385960508	409.3317113
733	6.386872028	409.1401468
734	6.377841086	409.0261715
735	6.378951001	408.9943239
736	6.386483175	408.9594601
737	6.390967296	408.8969975
738	6.364525671	408.7616492
739	6.355903889	408.5952262
740	6.35783696	408.5541128
741	6.343563695	408.4843585
742	6.338742602	408.3617371
743	6.332096583	408.1439021
744	6.333211531	408.1056752
745	6.317046878	408.0568802
746	6.314135112	408.0341607
747	6.295935883	407.8326318
748	6.312372441	407.7936489
749	6.303292083	407.6583769
750	6.303434411	407.6079351
751	6.305470562	407.5812695
752	6.299078833	407.5510058
753	6.30203174	407.5156825
754	6.294035026	407.3883786
755	6.292218713	407.3423712
756	6.295044993	407.2318645
757	6.294078897	407.2020453
758	6.296915773	407.0710371
759	6.297943846	407.0322173
760	6.299663304	406.8593049
761	6.293363134	406.8305732
762	6.290762772	406.6414791
763	6.292125792	406.6200507
764	6.293657634	406.5868035
765	6.290684755	406.5030788
766	6.286705054	406.3504171
767	6.28933606	406.3230777
768	6.283187532	406.2958433
769	6.274213906	406.1899818
770	6.271996822	406.1500258
771	6.273536687	406.1021353
772	6.275110895	406.0689449
773	6.276038292	406.0484085
774	6.277735815	405.8863038
775	6.271659697	405.860393
776	6.273207506	405.8247758
777	6.257837298	405.7798164
778	6.249384631	405.6799026
779	6.247259661	405.6424675
780	6.235812555	405.5465306
781	6.233648406	405.3700106
782	6.231240572	405.345718
783	6.233132848	405.3004657
784	6.233179929	405.2455183
785	6.228465851	405.119245
786	6.224097142	405.0979878
787	6.225490579	405.0586977
788	6.228395833	404.9884653
789	6.235729661	404.9582989
790	6.237036895	404.9441124
791	6.238838389	404.7923669
792	6.233398788	404.6222063
793	6.227296083	404.5536296
794	6.225893686	404.5131937
795	6.226659392	404.4828966
796	6.22706786	404.450141
797	6.221174074	404.3798208
798	6.221966468	404.2899095
799	6.222949319	404.2609924
800	6.221891379	404.2235216
801	6.21484401	404.2077912
802	6.201276239	404.0345004
803	6.195784125	404.0069257
804	6.187837056	403.924686
805	6.19005399	403.9105579
806	6.190380154	403.8669559
807	6.181625093	403.8233052
808	6.180226312	403.7885698
809	6.187084163	403.7576914
810	6.184223003	403.7414091
811	6.175179723	403.5902559
812	6.176468991	403.5533712
813	6.178944183	403.4927914
814	6.177284236	403.3565079
815	6.175855059	403.3233029
816	6.176297759	403.2719993
817	6.184341613	403.2288999
818	6.187629661	403.1843154
819	6.187159291	403.1521217
820	6.184537	403.1370544
821	6.184216865	403.1100542
822	6.175535115	402.9686214
823	6.166987234	402.9283895
824	6.161667915	402.8374104
825	6.163295019	402.8043935
826	6.156690102	402.6719376
827	6.156493032	402.6291585
828	6.157893394	402.600416
829	6.159147519	402.5873278
830	6.146234058	402.4853279
831	6.146104123	402.4631641
832	6.149908433	402.4184758
833	6.146131468	402.3424353
834	6.145438175	402.3120503
835	6.149722697	402.1371362
836	6.154683778	402.0950866
837	6.15598668	402.0610581
838	6.161623615	402.0097871
839	6.165995689	401.8451278
840	6.166595231	401.8135762
841	6.166534345	401.795298
842	6.163841225	401.7638445
843	6.160222048	401.6920932
844	6.159608301	401.6490802
845	6.161335588	401.5832908
846	6.161257761	401.5619338
847	6.161276588	401.5308145
848	6.147065516	401.46635
849	6.142922601	401.4157195
850	6.115646677	401.3285282
851	6.11617208	401.2665875
852	6.107987963	401.1716658
853	6.109243831	401.1398066
854	6.106505568	401.1228701
855	6.094056134	401.0281673
856	6.098414803	400.9796979
857	6.100162269	400.8982911
858	6.099090595	400.8658941
859	6.105557333	400.8381257
860	6.102887754	400.7487327
861	6.100356812	400.7195164
862	6.10094626	400.6916426
863	6.101119021	400.6552147
864	6.103951053	400.5321288
865	6.106064715	400.4054053
866	6.10180157	400.3532928
867	6.084548275	400.2844328
868	6.079040464	400.1334095
869	6.0781073	400.0976865
870	6.066909806	399.98889
871	6.059517752	399.9640263
872	6.063444782	399.8095683
873	6.055150407	399.7615062
874	6.053793897	399.6968907
875	6.05311142	399.5131554
876	6.054279126	399.4945367
877	6.054711087	399.4490369
878	6.042514257	399.3644459
879	6.04240869	399.3443812
880	6.042419956	399.3271877
881	6.044646756	399.2104545
882	6.039718206	399.1490322
883	6.022590702	398.9813965
884	6.023849885	398.9512148
885	6.02337422	398.8558378
886	6.015569794	398.7681166
887	6.019345726	398.6236808
888	6.024151931	398.5814885
889	6.023729461	398.5434808
890	6.007210405	398.4805315
891	6.017169825	398.4516467
892	6.019325368	398.4224958
893	6.021112527	398.3954266
894	6.020684572	398.3351421
895	5.995739633	398.2569049
896	5.995076561	398.1128221
897	5.99083056	398.092495
898	5.989932557	398.0637444
899	5.986116177	398.044818
900	5.987815709	398.0021379
901	5.984146023	397.9807492
902	5.984830916	397.9236195
903	5.968680814	397.7657768
904	5.969765787	397.7277273
905	5.969860483	397.6782718
906	5.974006237	397.6455959
907	5.972987454	397.6239322
908	5.962902942	397.5273517
909	5.960782959	397.4683838
910	5.959789069	397.4331218
911	5.955482028	397.4056823
912	5.959737605	397.2681159
913	5.947310448	397.1840692
914	5.946774766	397.1509966
915	5.922883523	397.0771937
916	5.921906956	397.0565924
917	5.91957597	397.0296946
918	5.919429954	396.9730228
919	5.912921894	396.8469232
920	5.906429232	396.8032735
921	5.90242461	396.7745331
922	5.90302306	396.7504212
923	5.898316729	396.6321022
924	5.891014718	396.5514505
925	5.891211457	396.504973
926	5.884854304	396.3979608
927	5.885661667	396.3434898
928	5.888675986	396.329025
929	5.887099608	396.3004725
930	5.887103943	396.2469287
931	5.88443129	396.2278555
932	5.892318259	396.1950307
933	5.892504582	396.1445828
934	5.897823981	396.10773
935	5.897786764	396.090416
936	5.902633774	396.0662711
937	5.903487033	396.015997
938	5.903127241	395.9518754
939	5.903618155	395.9126505
940	5.892585232	395.837801
941	5.891996355	395.8143759
942	5.893155819	395.7648597
943	5.890539887	395.6931809
944	5.885183872	395.6528625
945	5.884455215	395.6194197
946	5.884150734	395.5834976
947	5.882514139	395.5424252
948	5.862376321	395.4846616
949	5.847659322	395.3285299
950	5.843260597	395.2421554
951	5.831684643	395.1876136
952	5.829864081	395.1520833
953	5.824030355	395.0369798
954	5.820171314	394.9994484
955	5.8209266	394.9814353
956	5.809843098	394.9297815
957	5.80753967	394.9023824
958	5.807397531	394.8719564
959	5.806003147	394.8388236
960	5.806363192	394.8207984
961	5.807635117	394.7825207
962	5.80193268	394.7407189
963	5.801471941	394.7180774
964	5.800871798	394.5808746
965	5.792483163	394.4974641
966	5.794541722	394.4797516
967	5.79102129	394.451251
968	5.791339667	394.4205155
969	5.79104961	394.3345512
970	5.790597165	394.3077803
971	5.796401619	394.2779182
972	5.792976504	394.2574932
973	5.798828866	394.2252779
974	5.799762844	394.177889
975	5.798954175	394.1476026
976	5.798443706	394.1299902
977	5.798118423	394.1088254
978	5.793267032	394.0633904
979	5.789952731	394.0284859
980	5.761721043	393.8866696
981	5.752780656	393.8074479
982	5.754286254	393.7741054
983	5.749143449	393.7269657
984	5.7514169	393.7107614
985	5.750424474	393.6800095
986	5.750261945	393.6553385
987	5.75081847	393.6513498
988	5.745921348	393.6124868
989	5.739114902	393.5394748
990	5.740387986	393.5104758
991	5.718113959	393.4090285
992	5.719276412	393.374255
993	5.716856147	393.3440094
994	5.701971313	393.2909599
995	5.703464996	393.260636
996	5.706167507	393.2337476
997	5.706508329	393.192006
998	5.707660991	393.1600603
999	5.704490819	393.0710729
1000	5.70660824	393.0468353
1001	5.705457514	392.9297529
1002	5.707221626	392.9089269
1003	5.707572798	392.869495
