iter	MAPE	RMSE
1004	5.708413084	392.8384132
1005	5.706937931	392.802873
1006	5.707172699	392.7509293
1007	5.700882181	392.7012839
1008	5.702325026	392.6658961
1009	5.699781436	392.5600843
1010	5.698551673	392.531599
1011	5.688227752	392.4621679
1012	5.688289254	392.4390945
1013	5.688186786	392.4127927
1014	5.687012283	392.2816638
1015	5.686417325	392.2537722
1016	5.684200173	392.2238163
1017	5.685397281	392.1969592
1018	5.690940898	392.1687462
1019	5.6915832	392.1650997
1020	5.694317897	392.0640368
1021	5.687954121	391.9965432
1022	5.689043273	391.9644263
1023	5.686903662	391.9360254
1024	5.687184798	391.9037604
1025	5.688573955	391.8806604
1026	5.687268481	391.7703766
1027	5.691303598	391.64555
1028	5.687323496	391.5607814
1029	5.686102167	391.5354888
1030	5.686158518	391.4508396
1031	5.679250246	391.4155822
1032	5.679679231	391.385765
1033	5.683893841	391.2679807
1034	5.685664819	391.1842128
1035	5.693134316	391.1600138
1036	5.693571908	391.116784
1037	5.693633172	391.0987976
1038	5.695812274	391.0762119
1039	5.695599033	391.0478302
1040	5.694184342	391.0200241
1041	5.691242024	390.9388096
1042	5.692661309	390.9029588
1043	5.686233496	390.8516486
1044	5.689201034	390.8218003
1045	5.692275377	390.7257448
1046	5.691176545	390.7128999
1047	5.681411506	390.6916415
1048	5.672431947	390.6150306
1049	5.672084323	390.5953658
1050	5.669701326	390.5820688
1051	5.672409334	390.5352416
1052	5.674494726	390.5015944
1053	5.675690788	390.4735802
1054	5.671530506	390.396212
1055	5.653967902	390.3454289
1056	5.655896171	390.3127509
1057	5.652809992	390.3017697
1058	5.65259819	390.278931
1059	5.652344022	390.2491986
1060	5.64334786	390.1762772
1061	5.63484605	390.1076517
1062	5.627249087	390.0831933
1063	5.625820607	390.0566051
1064	5.624138251	390.0085769
1065	5.624220878	389.9104562
1066	5.625675118	389.8765838
1067	5.622793439	389.8023771
1068	5.624253489	389.7514497
1069	5.621823979	389.6527939
1070	5.611709057	389.5169926
1071	5.611690609	389.4943778
1072	5.613122623	389.4621288
1073	5.609601301	389.4351583
1074	5.609765562	389.4133855
1075	5.588714272	389.3183846
1076	5.589170454	389.2857675
1077	5.590586883	389.2552543
1078	5.592348715	389.2296481
1079	5.591114158	389.1287178
1080	5.591632568	389.098299
1081	5.582851078	389.0389421
1082	5.585857288	388.92444
1083	5.586491261	388.8980543
1084	5.587154443	388.8947475
1085	5.590183347	388.8647167
1086	5.584276842	388.771419
1087	5.58459319	388.7484749
1088	5.566257223	388.6898445
1089	5.545953422	388.603639
1090	5.547584028	388.5847929
1091	5.549802526	388.5408031
1092	5.548586766	388.5247826
1093	5.5482073	388.4658535
1094	5.550801429	388.3775925
1095	5.541487572	388.291391
1096	5.542232561	388.2538116
1097	5.543691355	388.2218769
1098	5.545132405	388.195695
1099	5.546976547	388.174681
1100	5.54687511	388.1427383
1101	5.547380614	388.1131193
1102	5.548911204	388.0830969
1103	5.547502818	388.0745121
1104	5.547744607	388.0479628
1105	5.547566045	387.9769254
1106	5.546207568	387.933387
1107	5.549352836	387.8485272
1108	5.551663494	387.7717106
1109	5.550801062	387.6789803
1110	5.549378183	387.6564389
1111	5.550751796	387.6290214
1112	5.544855051	387.5654155
1113	5.536330426	387.4840798
1114	5.53288176	387.4564345
1115	5.532268123	387.3988175
1116	5.533128943	387.3611608
1117	5.532071639	387.3270828
1118	5.53273089	387.2905982
1119	5.525369148	387.2107932
1120	5.514873542	387.1276659
1121	5.506379395	387.0595543
1122	5.505121608	387.0275988
1123	5.508378483	386.9895457
1124	5.5078669	386.9593399
1125	5.508736837	386.9252973
1126	5.508787333	386.9043785
1127	5.501468163	386.8468105
1128	5.500545523	386.7905718
1129	5.49509865	386.7578576
1130	5.494413876	386.6386964
1131	5.495035864	386.6173974
1132	5.480592741	386.4590368
1133	5.482841789	386.3396222
1134	5.483175638	386.3176115
1135	5.483382585	386.2934122
1136	5.478020145	386.2750089
1137	5.480800385	386.2498518
1138	5.475454793	386.2272844
1139	5.477220954	386.218972
1140	5.478571194	386.1946257
1141	5.463181716	386.1295333
1142	5.462630854	386.0415843
1143	5.464963486	385.9294334
1144	5.466868139	385.9036627
1145	5.459782672	385.8054667
1146	5.460100479	385.7844572
1147	5.461823489	385.7678926
1148	5.45513525	385.6754115
1149	5.459769604	385.6521973
1150	5.461011739	385.6051304
1151	5.462991768	385.5814287
1152	5.463729462	385.5614595
1153	5.464186393	385.5417667
1154	5.464793943	385.5260452
1155	5.466383739	385.4443278
1156	5.460062303	385.3575995
1157	5.455376938	385.3303139
1158	5.454030537	385.3010788
1159	5.442970593	385.253968
1160	5.444398079	385.2330838
1161	5.438304333	385.1519634
1162	5.427634922	385.1075928
1163	5.421760982	385.0271733
1164	5.418924873	385.0189782
1165	5.421061869	384.9995723
1166	5.415388921	384.9231063
1167	5.416448671	384.8948925
1168	5.412590321	384.8705651
1169	5.41166643	384.8513754
1170	5.413064876	384.8259605
1171	5.414174354	384.8221961
1172	5.414272114	384.8030542
1173	5.416372744	384.7801902
1174	5.41573972	384.7739251
1175	5.4177231	384.69875
1176	5.418391366	384.6931114
1177	5.400880727	384.6152267
1178	5.393786662	384.5529604
1179	5.39433334	384.5184049
1180	5.384137657	384.4216983
1181	5.384260328	384.3978986
1182	5.36781764	384.3250421
1183	5.361312196	384.2674689
1184	5.362495068	384.2455378
1185	5.35719604	384.1722532
1186	5.353923483	384.1493524
1187	5.354533505	384.1194392
1188	5.355851192	384.1020218
1189	5.349152453	384.0430908
1190	5.349758538	383.9983065
1191	5.351614321	383.9744943
1192	5.353002625	383.9504742
1193	5.353597656	383.9217436
1194	5.343857141	383.8310827
1195	5.338831357	383.7621377
1196	5.340858947	383.7400302
1197	5.341610839	383.7142805
1198	5.336935325	383.6495232
1199	5.339560835	383.6331112
1200	5.33077935	383.5591085
1201	5.32274418	383.4894446
1202	5.322046642	383.4599664
1203	5.320909946	383.4284443
1204	5.321859576	383.4045297
1205	5.317433191	383.343502
1206	5.317941887	383.338008
1207	5.320123557	383.3320825
1208	5.316130706	383.2703526
1209	5.318761396	383.2528962
1210	5.312971814	383.1922764
1211	5.31260438	383.1642822
1212	5.311377777	383.1397844
1213	5.305913872	383.0826952
1214	5.307987172	383.0435766
1215	5.30934633	383.0116666
1216	5.307704366	382.9885646
1217	5.304894502	382.9672733
1218	5.307954053	382.8890129
1219	5.308443848	382.8656782
1220	5.309837228	382.8440438
1221	5.302597835	382.7786881
1222	5.303132376	382.7590769
1223	5.298856507	382.7007465
1224	5.300224114	382.6610558
1225	5.299804424	382.6462849
1226	5.300463433	382.6223702
1227	5.30130919	382.5911752
1228	5.301925585	382.5688858
1229	5.303246913	382.5535734
1230	5.301163892	382.5010728
1231	5.302793968	382.4331453
1232	5.303495982	382.4280143
1233	5.299844288	382.4124981
1234	5.299765058	382.4067529
1235	5.302448621	382.3864117
1236	5.30249619	382.3691485
1237	5.30145239	382.3454912
1238	5.295793112	382.2913556
1239	5.298205368	382.2760756
1240	5.299202138	382.2521286
1241	5.292556447	382.1909014
1242	5.293577713	382.1695886
1243	5.295970465	382.1551255
1244	5.297428307	382.1326567
1245	5.297242529	382.1121746
1246	5.298679908	382.0883576
1247	5.297802852	382.0660313
1248	5.292411941	382.014883
1249	5.293911112	381.9948774
1250	5.290200797	381.9879734
1251	5.290566335	381.9596002
1252	5.285558287	381.9113798
1253	5.287521758	381.8745552
1254	5.28863512	381.8035244
1255	5.27479023	381.6583415
1256	5.275633788	381.6423349
1257	5.275215055	381.5309499
1258	5.276076102	381.5284294
1259	5.277385241	381.5081546
1260	5.278780113	381.407815
1261	5.275643556	381.3840868
1262	5.262297036	381.2847901
1263	5.257569226	381.2640406
1264	5.25914943	381.1694925
1265	5.259362041	381.1368122
1266	5.259108987	381.0693386
1267	5.262354235	381.05029
1268	5.263400332	380.9840332
1269	5.263733854	380.959517
1270	5.256532313	380.9121683
1271	5.242905106	380.8665156
1272	5.218046085	380.7966444
1273	5.214674142	380.7458517
1274	5.216274725	380.7436867
1275	5.217997848	380.7264969
1276	5.213489151	380.6535152
1277	5.208812333	380.6085246
1278	5.21079814	380.5745924
1279	5.20746235	380.5682985
1280	5.206389336	380.5486465
1281	5.21013976	380.4758385
1282	5.207509671	380.4482628
1283	5.207657054	380.4322349
1284	5.204007973	380.3652202
1285	5.206065985	380.3458114
1286	5.206956431	380.3239359
1287	5.204390729	380.2663868
1288	5.206805299	380.2528284
1289	5.203983506	380.230712
1290	5.199033987	380.1892918
1291	5.199815767	380.1661664
1292	5.199847583	380.1161882
1293	5.202871021	380.0263285
1294	5.204448565	380.0067897
1295	5.204659145	379.9782065
1296	5.206559971	379.9459206
1297	5.196543113	379.86357
1298	5.198093571	379.8430385
1299	5.196674723	379.8242994
1300	5.20081378	379.7162355
1301	5.199815458	379.6646499
1302	5.199573608	379.6430465
1303	5.186494449	379.6007192
1304	5.187970991	379.5732047
1305	5.18934728	379.5536744
1306	5.189635114	379.538195
1307	5.185323171	379.4708312
1308	5.186068408	379.42279
1309	5.190872397	379.3732557
1310	5.18640521	379.3314478
1311	5.185531972	379.3126445
1312	5.187345442	379.2972467
1313	5.185439101	379.2452247
1314	5.182232685	379.1791522
1315	5.182407062	379.1541846
1316	5.183076352	379.1294892
1317	5.187182409	379.0394255
1318	5.180811584	378.9979219
1319	5.176143487	378.9034999
1320	5.164111705	378.8518483
1321	5.165485642	378.8340571
1322	5.164125543	378.757219
1323	5.162344102	378.7361939
1324	5.156600864	378.6799019
1325	5.157094159	378.6357318
1326	5.153222943	378.5723129
1327	5.151317169	378.5506919
1328	5.148494593	378.5084507
1329	5.146432454	378.460359
1330	5.144577974	378.3966393
1331	5.144816694	378.3848252
1332	5.146398193	378.3828322
1333	5.150381822	378.3162224
1334	5.147759503	378.2953541
1335	5.141537329	378.2475771
1336	5.139089732	378.2278773
1337	5.140630243	378.1680703
1338	5.145445022	378.1215978
1339	5.145733292	378.110389
1340	5.146505828	378.0912827
1341	5.150448098	378.0080108
1342	5.145276642	377.9645565
1343	5.14295924	377.8868222
1344	5.143070487	377.8652203
1345	5.139525111	377.8063365
1346	5.14209348	377.7361809
1347	5.142627469	377.6946531
1348	5.143396367	377.6554618
1349	5.148054985	377.6113614
1350	5.149383072	377.5946428
1351	5.14912543	377.5764475
1352	5.138503683	377.50312
1353	5.136324356	377.4526372
1354	5.130298629	377.4039041
1355	5.127897206	377.3313519
1356	5.126626169	377.3193734
1357	5.126262929	377.215577
1358	5.126415843	377.1952898
1359	5.126997495	377.1632352
1360	5.131197325	377.1007954
1361	5.130169846	377.0852613
1362	5.129928542	377.0658294
1363	5.123557275	377.0099125
1364	5.123917616	376.9902006
1365	5.120571539	376.981036
1366	5.116846283	376.9177303
1367	5.117609774	376.8809952
1368	5.119435571	376.7957226
1369	5.121996116	376.7528561
1370	5.122655832	376.7227816
1371	5.129149937	376.6881425
1372	5.129827649	376.671666
1373	5.129479753	376.6269505
1374	5.129269414	376.5909316
1375	5.126795004	376.5520505
1376	5.119195396	376.4996995
1377	5.118064767	376.4900803
1378	5.117124201	376.4792907
1379	5.115211938	376.407277
1380	5.104412194	376.3538312
1381	5.104515833	376.3187059
1382	5.104602016	376.3023492
1383	5.105871569	376.2860524
1384	5.108813639	376.2082133
1385	5.107246132	376.1499967
1386	5.107990339	376.1271199
1387	5.10976482	376.1132368
1388	5.110726093	376.0791811
1389	5.11158809	376.0056108
1390	5.118158018	375.9732543
1391	5.120463087	375.9539392
1392	5.121550039	375.946939
1393	5.115604016	375.903914
1394	5.116466524	375.7046445
1395	5.11947706	375.6323055
1396	5.121015729	375.6109188
1397	5.121040258	375.5931454
1398	5.116212123	375.5419726
1399	5.11655283	375.5118159
1400	5.117561624	375.4901492
1401	5.117495166	375.4724181
1402	5.11770445	375.4407431
1403	5.119784138	375.3816108
1404	5.109550301	375.3319186
1405	5.114480446	375.2892835
1406	5.106177401	375.257163
1407	5.106726144	375.2456716
1408	5.101638607	375.2028787
1409	5.1052119	375.1263501
1410	5.105314416	375.0289434
1411	5.104031371	374.9734589
1412	5.102271701	374.9045335
1413	5.105149566	374.8878469
1414	5.106156455	374.8806326
1415	5.107935036	374.8674714
1416	5.105660631	374.8365519
1417	5.096230681	374.7900132
1418	5.096459146	374.7751548
1419	5.095584538	374.7649959
1420	5.097229802	374.7526895
1421	5.100693228	374.6810811
1422	5.100461935	374.5874228
1423	5.100610631	374.5582909
1424	5.10266012	374.5402659
1425	5.105036118	374.5222752
1426	5.106033968	374.5003368
1427	5.091787804	374.4169316
1428	5.094314959	374.3785071
1429	5.096723986	374.3576522
1430	5.097017657	374.3416611
1431	5.099467307	374.2777543
1432	5.097228601	374.2677439
1433	5.101899744	374.2293605
1434	5.105545761	374.2125804
1435	5.103494478	374.1691237
1436	5.089961015	374.1104379
1437	5.088723457	374.0591984
1438	5.076161375	374.0341933
1439	5.076495941	374.0188581
1440	5.077719428	374.0001028
1441	5.068920401	373.9682268
1442	5.070108758	373.9339569
1443	5.070821109	373.9190844
1444	5.072007381	373.8983257
1445	5.070630665	373.8408859
1446	5.066523981	373.7947568
1447	5.067361709	373.776435
1448	5.068345952	373.7526749
1449	5.066447108	373.731642
1450	5.059259448	373.6826243
1451	5.059759393	373.672492
1452	5.055839769	373.622714
1453	5.055198496	373.6134251
1454	5.052202939	373.5365005
1455	5.05401151	373.5198615
1456	5.055164815	373.5011965
1457	5.057376408	373.4879093
1458	5.057386597	373.4592626
1459	5.054461263	373.3866848
1460	5.055564335	373.3602893
1461	5.055950176	373.3365187
1462	5.057225398	373.3002121
1463	5.058018406	373.2790116
1464	5.058705629	373.2653258
1465	5.0560075	373.2266596
1466	5.05449175	373.2055143
1467	5.057351441	373.1928653
1468	5.057383029	373.1673493
1469	5.057753425	373.1393109
1470	5.055485451	373.1234462
1471	5.053007379	373.0871245
1472	5.053706564	373.0741138
1473	5.050233549	373.0277211
1474	5.049660379	373.0213098
1475	5.053379135	373.0055586
1476	5.053960386	372.9951004
1477	5.054561709	372.978201
1478	5.052207795	372.9226745
1479	5.055841681	372.8575302
1480	5.057147174	372.8383818
1481	5.05143755	372.8010719
1482	5.051490879	372.7770813
1483	5.0527559	372.7270197
1484	5.053799221	372.7046947
1485	5.055594653	372.6892885
1486	5.059939753	372.6538074
1487	5.059660636	372.6115234
1488	5.057548217	372.5642986
1489	5.05829682	372.5478535
1490	5.053698242	372.5082838
1491	5.054691532	372.488194
1492	5.057028552	372.470634
1493	5.053425327	372.4013533
1494	5.053377416	372.385235
1495	5.054180057	372.3752066
1496	5.049689249	372.3270372
1497	5.051044423	372.2829624
1498	5.049933472	372.2266092
1499	5.046161805	372.1971985
